,version,social,economic,technical
0,augmecon_social_eps39,659.8691089292712,14372.42082671404,175.4220497250759
1,augmecon_social_eps53,506.5755674283817,14236.410504407802,217.55846578307379
2,augmecon_social_eps54,524.390695605607,14231.996221071571,211.53897777479023
3,augmecon_social_eps55,534.7134264958206,14231.396442161029,205.51948976650453
4,augmecon_social_eps56,553.0321521197463,14386.285162867984,199.50000175821899
5,augmecon_social_eps57,569.8136706531866,14384.626179024479,193.48051374993292
6,augmecon_social_eps58,590.8229261164444,14383.567582195268,187.46102574164783
7,augmecon_social_eps59,622.1425432179645,14375.942750007782,181.44153773336149
8,augmecon_social_eps60,656.4466563511703,14371.396075804381,175.42204972507562
9,augmecon_social_eps61,707.5976041719504,14364.73530145466,169.40256171678982
10,augmecon_social_eps63,500.8343056121522,12736.382329547869,283.77283387421875
11,augmecon_social_eps64,501.74087146413603,12730.917649787893,277.75334586593334
12,augmecon_social_eps65,507.0334197030348,12729.006907678156,271.7338578576477
13,augmecon_social_eps66,494.3083107545863,12735.82400522917,265.7143698493617
14,augmecon_social_eps67,499.8911281070139,12733.245936511446,259.6948818410761
15,augmecon_social_eps68,502.9282366047418,12729.764239994867,253.67539383279018
16,augmecon_social_eps69,509.04549317860955,13043.380305686083,247.65590582450423
17,augmecon_social_eps70,509.04549317860966,13041.681129446359,241.63641781621885
18,augmecon_social_eps71,502.88213655019814,12729.85883668093,235.61692980793302
19,augmecon_social_eps72,505.9099889752673,12728.834534488647,229.59744179964733
20,augmecon_social_eps73,508.4980726240607,12728.35720413637,223.57795379136107
21,augmecon_social_eps84,507.68108564704914,12729.306184443902,283.7728338742189
22,augmecon_social_eps85,494.3083107545863,12736.271281219213,277.7533458659331
23,augmecon_social_eps86,509.58677934750244,12731.430964911819,271.73385785764754
24,augmecon_social_eps87,504.2005886302423,12729.568123665511,265.71436984936213
25,augmecon_social_eps88,506.70398253189137,12729.28614248029,259.6948818410759
26,augmecon_social_eps89,500.27201166306946,12731.323294835178,253.67539383279038
27,augmecon_social_eps90,508.8395609489353,12727.953175801109,247.65590582450432
28,augmecon_social_eps91,502.86796844384537,12729.197619512848,241.63641781621888
29,augmecon_social_eps92,498.2678255217224,12732.090918361513,235.61692980793296
30,augmecon_social_eps93,505.88119488920506,12729.100648030551,229.59744179964522
31,augmecon_social_eps94,506.477316887838,12728.582400944719,223.5779537913617
32,augmecon_social_eps97,540.445647619179,13030.212312788697,205.51948976650468
33,augmecon_social_eps105,508.43212782491435,11223.65455546913,283.7728338742192
34,augmecon_social_eps106,508.92694677318303,11219.811190600354,277.75334586593345
35,augmecon_social_eps108,506.0031565088772,11220.733402427102,265.71436984936184
36,augmecon_social_eps109,508.8592665734578,11220.96254641006,259.6948818410759
37,augmecon_social_eps110,494.3083107545863,11228.375044415448,253.67539383279026
38,augmecon_social_eps111,506.87463776875995,11220.819804222936,247.65590582450733
39,augmecon_social_eps112,508.47226826394115,11219.812399869352,241.63641781621894
40,augmecon_social_eps113,500.60087400973805,11223.229084180532,235.61692980793305
41,augmecon_social_eps126,503.43641030287307,11222.428017449949,283.7728338742188
42,augmecon_social_eps127,507.040413713925,11221.744444769753,277.7533458659336
43,augmecon_social_eps128,503.90196621451,11228.526133158342,271.7338578576475
44,augmecon_social_eps129,509.04549317860835,11685.271457719082,265.7143698493617
45,augmecon_social_eps130,505.35358613731296,11221.383785955779,259.694881841076
46,augmecon_social_eps147,502.61175777059077,9717.030268746263,283.7728338742177
47,augmecon_social_eps148,494.3083107545863,9721.054448164628,277.7533458659337
48,augmecon_social_eps149,507.4568862300008,9713.308629354122,271.73385785764793
49,augmecon_social_eps150,500.91292124989843,9714.935063705916,265.7143698493625
50,augmecon_social_eps151,506.58303261812574,9718.615624779839,259.6948818410759
51,augmecon_social_eps152,496.7911411044588,9717.521102582637,253.67539383279058
52,augmecon_social_eps153,502.23316731202823,9714.955612617237,247.65590582450494
53,augmecon_social_eps168,494.30831075458633,9719.001533568313,283.7728338742194
54,augmecon_social_eps169,509.04549317860955,10327.770379710259,277.7533458659329
55,augmecon_social_eps170,500.33699635964894,9715.207270513149,271.73385785764754
56,augmecon_social_eps171,494.30831075458633,9720.925670398543,265.71436984936184
57,augmecon_social_eps172,494.30831075458633,9720.695464620525,259.69488184107615
58,augmecon_social_eps173,507.67773338792597,8205.077902501207,253.67539383278714
59,augmecon_social_eps174,509.0454931786096,10327.134104662708,247.65590582450463
60,augmecon_social_eps175,505.33091483760364,9713.582227974213,241.6364178162188
61,augmecon_social_eps176,509.58128035931776,9712.428839383889,235.616929807933
62,augmecon_social_eps189,499.8534893726071,8207.051380544246,283.77283387421943
63,augmecon_social_eps190,501.4533822735217,9716.619684982601,277.75334586593334
64,augmecon_social_eps191,494.3083107545863,9721.33363189719,271.7338578576477
65,augmecon_social_eps192,498.4848435432434,9720.076147560218,265.7143698493619
66,augmecon_social_eps193,502.9272737812734,9715.011426202638,259.69488184106825
67,augmecon_social_eps194,500.4156541077454,9715.646433733351,253.6753938327903
68,augmecon_social_eps195,508.9940135774802,9712.445015864454,247.6559058245047
69,augmecon_social_eps204,587.0977406256425,4034.013320549249,193.48051374993267
70,augmecon_social_eps205,613.3408864129099,4031.712014996901,187.46102574164584
71,augmecon_social_eps208,735.6855261388998,4012.750253344852,169.40256171678988
72,augmecon_social_eps210,494.3083107545863,8212.419148584246,283.7728338742192
73,augmecon_social_eps211,494.58044290512436,8212.141702054936,277.7533458659337
74,augmecon_social_eps212,499.75664274710374,8208.947776965353,271.7338578576476
75,augmecon_social_eps213,498.124030943953,8208.702476138456,265.71436984936196
76,augmecon_social_eps214,503.193336386752,8206.299247796647,259.6948818410758
77,augmecon_social_eps215,502.5044710063472,8207.221591382668,253.67539383279055
78,augmecon_social_eps216,509.0067043028599,8204.632069549929,247.6559058245057
79,augmecon_social_eps231,507.8559419519927,8207.356540603461,283.7728338742184
80,augmecon_social_eps235,506.53270181063215,8205.63284545593,259.6948818410762
81,augmecon_social_eps236,502.25706175722695,8206.100383300876,253.67539383279038
82,augmecon_social_eps254,507.8728863452958,6696.866003456937,271.733857857648
83,augmecon_social_eps269,654.2557062361377,4022.9508280533346,181.44153773336154
84,augmecon_social_eps270,693.1788440816067,4018.1169462425974,175.42204972507594
85,augmecon_social_eps275,503.93895764563086,6699.067408439524,271.7338578576479
86,augmecon_social_eps287,573.4603844046337,4036.6534949667716,199.5000017582186
87,augmecon_social_eps288,592.7284414659605,4034.1429639834764,193.48051374993292
88,augmecon_social_eps326,549.1473289847738,3833.652600975821,217.55846578307597
89,augmecon_social_eps327,547.9609437832728,4042.63570066545,211.53897777478977
90,augmecon_social_eps328,562.0820570869166,4038.458854854282,205.5194897665043
91,augmecon_social_eps329,573.0949065930334,4036.813567287107,199.500001758218
92,augmecon_social_eps330,594.0104134216646,4034.1429639834764,193.48051374993278
93,augmecon_social_eps331,621.1078611963727,4029.929016639133,187.4610257416474
94,augmecon_social_eps332,649.189487569049,4023.976409641851,181.4415377333614
95,augmecon_social_eps333,693.325100967778,4018.092698390416,175.4220497250754
96,augmecon_social_eps346,544.3041287808229,3840.290797640305,223.5779537913619
97,augmecon_social_eps347,551.3187735782583,3833.1563579074505,217.55846578307538
98,augmecon_social_eps348,547.587182560079,4042.9927667122474,211.53897777479028
99,augmecon_social_eps349,554.628938588682,4040.308972825597,205.51948976650402
100,augmecon_social_eps350,578.576414347717,4035.619536289768,199.5000017582187
101,augmecon_social_eps351,595.9260944096574,4034.0904401764237,193.48051374993315
102,augmecon_social_eps352,622.9228435701475,4029.4264168873083,187.46102574164715
103,augmecon_social_eps353,652.7555207976161,4023.2669567153257,181.44153773336146
104,augmecon_social_eps354,684.2937191206988,4020.4255430401004,175.42204972507574
105,augmecon_social_eps355,740.4645763003333,4012.3825221293823,169.40256171679013
106,augmecon_social_eps359,549.5449031275014,3634.8998980468323,271.7338578576474
107,augmecon_social_eps369,551.5340554263802,4041.0826645014204,211.53897777479006
108,augmecon_social_eps370,567.0222664373529,4038.2814683761317,205.5194897665041
109,augmecon_social_eps373,621.3036141891288,4029.8725109666943,187.46102574164814
110,augmecon_social_eps399,557.0269619780947,3211.555583066601,283.7728338742207
111,augmecon_social_eps400,557.0269619780958,3211.5555830665994,277.75334586593465
112,augmecon_social_eps401,557.7416013835852,3211.555583066601,271.7338578576473
113,augmecon_social_eps402,552.5545379080405,3211.5555830666026,265.7143698493617
