config,strategy,model,version,ev_id,arrival_time,charge_start_time,wait_time,soc_before_charging,config_num
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,1,2022-02-24 17:15:00,2022-02-24 23:00:00,5.75,66.82903217657898,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,2,2022-02-21 20:15:00,2022-02-22 00:00:00,3.75,53.82553508988862,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,2,2022-02-22 19:15:00,2022-02-22 20:00:00,0.75,85.6976288862134,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,2,2022-02-23 19:00:00,2022-02-25 00:45:00,29.75,86.35746132038032,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,2,2022-02-24 23:45:00,2022-02-25 00:45:00,1.0,77.85988534793027,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,2,2022-02-25 19:00:00,2022-02-25 19:45:00,0.75,87.83887127891344,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-21 18:30:00,2022-02-21 19:00:00,0.5,90.39164610576698,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-22 15:00:00,2022-02-23 00:00:00,9.0,84.6228851194598,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-23 21:30:00,2022-02-23 21:45:00,0.25,84.53390879068506,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-24 14:30:00,2022-02-25 00:00:00,9.5,84.32907305260636,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-25 18:15:00,2022-02-25 19:00:00,0.75,90.25330815778128,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-26 18:45:00,2022-02-27 03:15:00,8.5,87.21803785406304,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-27 13:00:00,2022-02-27 13:15:00,0.25,86.91146663674702,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,3,2022-02-27 16:15:00,2022-02-27 16:30:00,0.25,89.40616538128239,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-21 18:15:00,2022-02-21 19:00:00,0.75,68.78462331617565,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-22 15:45:00,2022-02-23 00:00:00,8.25,80.7298533942497,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-23 15:15:00,2022-02-23 19:15:00,4.0,81.9594257040318,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-24 16:30:00,2022-02-26 00:00:00,31.5,90.69630071658887,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-25 07:30:00,2022-02-26 00:00:00,16.5,77.07243950576097,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-26 13:00:00,2022-02-26 13:15:00,0.25,87.89333582206164,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-26 16:15:00,2022-02-26 16:30:00,0.25,84.88777281760837,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-26 23:45:00,2022-02-27 03:15:00,3.5,84.69764803163406,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,4,2022-02-27 16:00:00,2022-02-27 16:15:00,0.25,84.14946930932004,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,5,2022-02-21 21:15:00,2022-02-22 00:00:00,2.75,29.69871601898422,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,5,2022-02-22 17:00:00,2022-02-22 18:00:00,1.0,71.39521831811322,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,5,2022-02-23 18:00:00,2022-02-24 00:00:00,6.0,84.44930467089146,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,5,2022-02-24 17:30:00,2022-02-24 20:30:00,3.0,86.31386421965927,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,5,2022-02-25 17:15:00,2022-02-26 00:00:00,6.75,89.53048700424524,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,5,2022-02-26 16:00:00,2022-02-26 16:15:00,0.25,85.48346994351198,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,5,2022-02-26 22:00:00,2022-02-27 03:15:00,5.25,76.04357421438604,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,6,2022-02-21 19:00:00,2022-02-21 19:15:00,0.25,84.27218963742061,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,6,2022-02-22 17:30:00,2022-02-23 00:00:00,6.5,85.81343240396534,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,6,2022-02-23 17:30:00,2022-02-23 19:15:00,1.75,85.59976641651771,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,6,2022-02-24 17:30:00,2022-02-25 00:00:00,6.5,85.5554514926014,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,6,2022-02-25 18:15:00,2022-02-25 19:00:00,0.75,77.6552282351992,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,6,2022-02-26 13:30:00,2022-02-27 03:15:00,13.75,83.52110309530222,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,6,2022-02-27 13:15:00,2022-02-27 13:30:00,0.25,83.17319496387084,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,7,2022-02-21 17:15:00,2022-02-22 00:00:00,6.75,45.255169756926925,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,7,2022-02-22 16:30:00,2022-02-22 23:30:00,7.0,80.10846189177163,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,7,2022-02-23 18:00:00,2022-02-23 23:45:00,5.75,81.72157612501655,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,7,2022-02-24 16:15:00,2022-02-24 16:30:00,0.25,86.52293216379412,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,7,2022-02-25 16:15:00,2022-02-26 00:00:00,7.75,85.79022775613994,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,7,2022-02-26 13:15:00,2022-02-26 13:30:00,0.25,80.49729954919457,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,7,2022-02-26 16:00:00,2022-02-26 17:00:00,1.0,81.79216331962948,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,8,2022-02-21 16:00:00,2022-02-21 19:00:00,3.0,82.0720735423899,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,8,2022-02-22 12:30:00,2022-02-23 00:00:00,11.5,79.38872040594075,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,8,2022-02-23 18:15:00,2022-02-23 19:15:00,1.0,87.09773854626056,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,8,2022-02-24 15:30:00,2022-02-25 00:00:00,8.5,83.47180418567673,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,8,2022-02-25 13:30:00,2022-02-25 13:45:00,0.25,82.54728707154322,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,8,2022-02-26 11:30:00,2022-02-27 03:15:00,15.75,86.54271314538425,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,8,2022-02-27 09:30:00,2022-02-27 11:15:00,1.75,86.20040233047322,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,9,2022-02-21 17:30:00,2022-02-21 19:00:00,1.5,66.24021521070085,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,9,2022-02-22 17:45:00,2022-02-24 00:00:00,30.25,75.00000000000001,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,9,2022-02-23 11:15:00,2022-02-24 00:00:00,12.75,64.56050692553953,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,9,2022-02-24 17:45:00,2022-02-26 00:00:00,30.25,74.4722212466234,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,9,2022-02-25 15:15:00,2022-02-26 00:00:00,8.75,63.41821347229857,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,9,2022-02-26 09:30:00,2022-02-26 17:00:00,7.5,87.35188320056491,1
Configuration 1,Flexible,Configuration 1 - Flexible Charging,balanced,9,2022-02-26 16:00:00,2022-02-26 17:00:00,1.0,75.28424468134621,1
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-21 18:00:00,2022-02-21 18:00:00,0.0,80.74575282797323,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-22 16:00:00,2022-02-22 16:15:00,0.25,91.44923498128307,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-23 16:00:00,2022-02-23 16:15:00,0.25,93.64424124426903,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-24 16:15:00,2022-02-24 16:30:00,0.25,94.40819584935969,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-25 15:45:00,2022-02-25 16:00:00,0.25,88.51849502467655,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-26 12:30:00,2022-02-26 12:45:00,0.25,87.60639207311286,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-26 22:15:00,2022-02-26 22:15:00,0.0,89.0282992594062,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,0,2022-02-27 14:00:00,2022-02-27 14:15:00,0.25,89.06181025297364,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,1,2022-02-21 18:30:00,2022-02-21 19:45:00,1.25,55.79941440291475,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,1,2022-02-22 18:15:00,2022-02-22 18:30:00,0.25,85.51336280350785,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,1,2022-02-23 18:00:00,2022-02-23 18:15:00,0.25,91.42007607378562,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,1,2022-02-24 17:15:00,2022-02-24 17:30:00,0.25,85.55142152210337,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,1,2022-02-25 16:15:00,2022-02-25 16:30:00,0.25,90.17574106882176,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,1,2022-02-26 14:00:00,2022-02-26 14:15:00,0.25,89.52808367309683,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,1,2022-02-27 16:45:00,2022-02-27 17:00:00,0.25,87.04765645899968,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,2,2022-02-21 20:15:00,2022-02-21 21:15:00,1.0,62.15886842322197,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,2,2022-02-22 19:15:00,2022-02-22 19:30:00,0.25,89.64987157410134,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,2,2022-02-23 19:00:00,2022-02-23 19:45:00,0.75,86.35746132038032,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,2,2022-02-24 23:45:00,2022-02-25 19:00:00,19.25,91.50242402754995,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,2,2022-02-25 19:00:00,2022-02-25 19:00:00,0.0,79.3412953064634,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,2,2022-02-26 16:45:00,2022-02-26 17:00:00,0.25,87.01744100659853,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,2,2022-02-27 18:45:00,2022-02-27 19:00:00,0.25,90.47605689909916,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-21 18:30:00,2022-02-21 20:30:00,2.0,72.64553894270792,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-22 15:00:00,2022-02-22 15:15:00,0.25,88.66825179837761,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-23 21:30:00,2022-02-23 21:45:00,0.25,84.53390879068508,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-24 14:30:00,2022-02-24 14:45:00,0.25,86.22373569049269,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-25 18:15:00,2022-02-25 18:30:00,0.25,90.2533081577813,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-26 18:45:00,2022-02-26 19:00:00,0.25,87.21803785406307,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-27 13:00:00,2022-02-27 13:15:00,0.25,86.91146663674705,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-27 16:15:00,2022-02-27 16:45:00,0.5,89.4061653812824,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,3,2022-02-27 23:45:00,2022-02-27 23:45:00,0.0,84.04448337049794,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-21 18:15:00,2022-02-21 18:15:00,0.0,34.908654323927564,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-22 15:45:00,2022-02-22 16:00:00,0.25,87.00672317365779,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-23 15:15:00,2022-02-23 15:30:00,0.25,81.9594257040318,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-24 16:30:00,2022-02-24 16:45:00,0.25,90.69630071658887,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-25 07:30:00,2022-02-25 07:45:00,0.25,86.3761387891721,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-26 13:00:00,2022-02-26 13:15:00,0.25,87.89333582206164,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-26 16:15:00,2022-02-26 16:30:00,0.25,84.88777281760837,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-26 23:45:00,2022-02-26 23:45:00,0.0,85.24028369054878,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-27 16:00:00,2022-02-27 16:15:00,0.25,84.14946930932004,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,4,2022-02-27 22:00:00,2022-02-27 22:00:00,0.0,75.59554489539131,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-21 21:15:00,2022-02-22 01:45:00,4.5,29.69871601898422,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-22 17:00:00,2022-02-22 17:00:00,0.0,57.876699799594576,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-23 18:00:00,2022-02-23 18:15:00,0.25,84.44930467089146,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-24 17:30:00,2022-02-24 17:45:00,0.25,86.31386421965927,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-25 17:15:00,2022-02-25 17:30:00,0.25,89.53048700424524,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-26 16:00:00,2022-02-26 16:15:00,0.25,85.48346994351198,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-26 22:00:00,2022-02-26 22:00:00,0.0,76.32135199216381,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,5,2022-02-27 13:30:00,2022-02-27 13:45:00,0.25,89.79166253474646,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-21 19:00:00,2022-02-21 19:00:00,0.0,46.13158297036774,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-22 17:30:00,2022-02-22 17:45:00,0.25,85.81343240396534,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-23 17:30:00,2022-02-23 17:45:00,0.25,85.59976641651771,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-24 17:30:00,2022-02-24 18:15:00,0.75,85.5554514926014,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-25 18:15:00,2022-02-25 18:30:00,0.25,77.6552282351992,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-26 13:30:00,2022-02-26 13:45:00,0.25,83.52110309530222,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-27 13:15:00,2022-02-27 13:30:00,0.25,83.17319496387084,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,6,2022-02-27 16:00:00,2022-02-27 16:00:00,0.0,78.35842196403571,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-21 17:15:00,2022-02-21 17:30:00,0.25,83.11463041720928,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-22 16:30:00,2022-02-22 16:45:00,0.25,80.10846189177163,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-23 18:00:00,2022-02-23 18:15:00,0.25,81.72157612501655,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-24 16:15:00,2022-02-24 16:30:00,0.25,86.52293216379412,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-25 16:15:00,2022-02-25 16:30:00,0.25,85.79022775613994,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-26 13:15:00,2022-02-26 13:30:00,0.25,80.49729954919457,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-26 16:00:00,2022-02-26 16:00:00,0.0,82.26835379581996,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,7,2022-02-27 11:30:00,2022-02-27 11:45:00,0.25,81.20616878478127,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-21 16:00:00,2022-02-21 16:00:00,0.0,45.148996619312975,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-22 12:30:00,2022-02-22 12:45:00,0.25,79.38872040594075,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-23 18:15:00,2022-02-23 18:30:00,0.25,87.09773854626056,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-24 15:30:00,2022-02-24 15:45:00,0.25,83.47180418567673,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-25 13:30:00,2022-02-25 13:45:00,0.25,82.54728707154322,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-26 11:30:00,2022-02-26 11:45:00,0.25,86.54271314538425,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-27 09:30:00,2022-02-27 09:45:00,0.25,86.20040233047322,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,8,2022-02-27 16:00:00,2022-02-27 16:15:00,0.25,86.67971811173761,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-21 17:30:00,2022-02-21 17:30:00,0.0,40.58545330593895,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-22 17:45:00,2022-02-22 18:15:00,0.5,87.73368028554013,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-23 11:15:00,2022-02-23 11:30:00,0.25,89.56050692553954,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-24 17:45:00,2022-02-24 18:30:00,0.75,88.56370668676836,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-25 15:15:00,2022-02-25 15:30:00,0.25,88.94599222567516,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-26 09:30:00,2022-02-26 09:45:00,0.25,87.35188320056491,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-26 16:00:00,2022-02-26 16:15:00,0.25,87.9323614807813,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-27 09:45:00,2022-02-27 10:00:00,0.25,87.31485209884069,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-27 16:00:00,2022-02-27 16:15:00,0.25,93.91565213079512,2
Configuration 2,Uncoordinated,Configuration 2 - Uncoordinated Charging,balanced,9,2022-02-27 23:15:00,2022-02-27 23:15:00,0.0,90.26079070581609,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,0,2022-02-21 18:00:00,2022-02-22 00:15:00,6.25,59.739497155298025,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,0,2022-02-22 16:00:00,2022-02-22 21:45:00,5.75,68.96650991435888,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,0,2022-02-23 16:00:00,2022-02-26 03:30:00,59.5,90.5796795536428,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,0,2022-02-24 16:15:00,2022-02-26 03:30:00,35.25,84.9878754030025,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,0,2022-02-25 15:45:00,2022-02-26 03:30:00,11.75,73.50637042767904,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,1,2022-02-21 18:30:00,2022-02-21 19:00:00,0.5,59.91706146173825,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,1,2022-02-22 18:15:00,2022-02-23 07:00:00,12.75,85.51336280350785,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,1,2022-02-23 18:00:00,2022-02-23 21:45:00,3.75,81.49742659586558,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,1,2022-02-24 17:15:00,2022-02-24 23:00:00,5.75,67.90436269857395,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,2,2022-02-21 20:15:00,2022-02-21 23:00:00,2.75,65.20821958698437,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,2,2022-02-22 19:15:00,2022-02-23 04:30:00,9.25,89.16364671664131,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,2,2022-02-23 19:00:00,2022-02-23 23:45:00,4.75,75.94079465371367,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,2,2022-02-24 23:45:00,2022-02-25 00:45:00,1.0,88.186481066561,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,2,2022-02-25 19:00:00,2022-02-25 22:00:00,3.0,87.83887127891344,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,3,2022-02-21 18:30:00,2022-02-22 03:15:00,8.75,76.4539961547832,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,3,2022-02-22 15:00:00,2022-02-22 20:00:00,5.0,88.66825179837758,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,3,2022-02-23 21:30:00,2022-02-23 23:30:00,2.0,84.53390879068506,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,3,2022-02-24 14:30:00,2022-02-24 22:15:00,7.75,86.22373569049266,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,3,2022-02-25 18:15:00,2022-02-26 01:45:00,7.5,90.25330815778128,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,3,2022-02-26 18:45:00,2022-02-27 03:15:00,8.5,87.21803785406304,2
Configuration 2,Opportunistic,Configuration 2 - Opportunistic Charging,balanced,3,2022-02-27 13:00:00,2022-02-27 13:15:00,0.25,86.91146663674702,2
